risk_id,value,change,type,streak,event
3,234.03,7.0,0,1,
1,11.57,1.9,0,1,
2,27.3,6.0,0,1,
3,213.2,-8.9,1,1,
1,11.35,-1.9,1,1,
2,28.83,5.6,0,2,
3,195.5,-8.3,1,2,
1,11.41,0.5,0,1,
2,28.05,-2.7,1,1,
3,205.67,5.2,0,1,
1,11.4,-0.1,1,1,
2,28.16,0.4,0,1,
3,192.1,-6.6,1,1,
1,11.5,0.9,0,1,
2,28.61,1.6,0,2,
3,174.43,-9.2,1,2,
1,11.81,2.7,0,2,
2,27.47,-4.0,1,1,
3,162.57,-6.8,1,2,crash:5
1,11.54,-2.3,1,1,
2,26.29,-4.3,1,2,
3,146.8,-9.7,1,2,crash:4
1,11.85,2.7,0,1,
2,27.39,4.2,0,1,
3,134.91,-8.1,1,2,crash:3
1,11.89,0.3,0,2,
2,27.88,1.8,0,2,
3,125.6,-6.9,1,2,crash:2
1,12.08,1.6,0,3,
2,25.98,-6.8,1,1,
3,118.94,-5.3,1,2,crash:1
1,11.83,-2.1,1,1,
2,27.1,4.3,0,1,
3,132.5,11.4,0,1,
1,11.72,-0.9,1,2,
2,26.02,-4.0,1,1,
3,125.88,-5.0,1,1,
1,11.88,1.4,0,1,
2,25.66,-1.4,1,2,
3,118.33,-6.0,1,2,
1,11.58,-2.5,1,1,
2,25.74,0.3,0,1,
3,110.99,-6.2,1,3,
1,11.6,0.2,0,1,
2,27.26,5.9,0,2,
3,104.11,-6.2,1,4,
1,11.28,-2.8,1,1,
2,29.06,6.6,0,3,
3,111.71,7.3,0,1,
1,11.45,1.5,0,1,
2,28.36,-2.4,1,1,
3,103.22,-7.6,1,1,
1,11.43,-0.2,1,1,
2,26.94,-5.0,1,2,
3,95.17,-7.8,1,2,
1,11.61,1.6,0,1,
2,26.08,-3.2,1,3,
3,87.27,-8.3,1,3,
1,11.91,2.6,0,2,
2,26.89,3.1,0,1,
3,92.33,5.8,0,1,
1,12.2,2.4,0,3,
2,24.9,-7.4,1,1,
3,85.77,-7.1,1,1,
1,12.29,0.7,0,4,
2,26.19,5.2,0,1,
3,80.62,-6.0,1,2,
1,12.47,1.5,0,5,
2,28.0,6.9,0,2,
3,87.63,8.7,0,1,
1,12.76,2.3,0,6,
2,27.66,-1.2,1,1,
3,79.57,-9.2,1,1,
1,12.54,-1.7,1,1,
2,26.66,-3.6,1,2,
3,89.36,12.3,0,1,
1,12.77,1.8,0,1,
2,25.81,-3.2,1,3,
3,98.92,10.7,0,2,
1,12.48,-2.3,1,1,
2,27.02,4.7,0,1,
3,107.03,8.2,0,3,
1,12.77,2.3,0,1,
2,26.34,-2.5,1,1,
3,118.05,10.3,0,4,
1,12.63,-1.1,1,1,
2,27.08,2.8,0,1,
3,106.72,-9.6,1,1,
1,12.82,1.5,0,1,
2,26.02,-3.9,1,1,
3,97.22,-8.9,1,2,
1,12.96,1.1,0,2,
2,27.82,6.9,0,1,
3,102.18,5.1,0,2,break:5
1,12.58,-2.9,1,1,
2,25.9,-6.9,1,1,
3,109.74,7.4,0,2,break:4
1,12.88,2.4,0,1,
2,27.71,7.0,0,1,
3,116.76,6.4,0,2,break:3
1,12.74,-1.1,1,1,
2,27.99,1.0,0,2,
3,122.71,5.1,0,2,break:2
1,12.97,1.8,0,1,
2,28.3,1.1,0,3,
3,129.21,5.3,0,2,break:1
1,12.84,-1.0,1,1,
2,27.14,-4.1,1,1,
3,144.46,11.8,0,3,
1,12.58,-2.0,1,2,
2,28.2,3.9,0,1,
3,133.34,-7.7,1,1,
1,12.72,1.1,0,1,
2,29.19,3.5,0,2,
3,140.67,5.5,0,1,
1,12.89,1.3,0,2,
2,27.99,-4.1,1,1,
3,132.09,-6.1,1,1,
1,12.61,-2.2,1,1,
2,27.49,-1.8,1,2,
3,142.13,7.6,0,1,
1,12.38,-1.8,1,2,
2,27.76,1.0,0,1,
3,132.32,-6.9,1,1,
1,12.08,-2.4,1,3,
2,28.54,2.8,0,2,
3,120.54,-8.9,1,2,
1,12.38,2.5,0,1,
2,27.28,-4.4,1,1,
3,127.77,6.0,0,1,
1,12.57,1.5,0,2,
2,28.62,4.9,0,1,
3,136.33,6.7,0,2,
1,12.43,-1.1,1,1,
2,26.7,-6.7,1,1,
3,128.01,-6.1,1,1,
1,12.29,-1.1,1,2,
2,26.62,-0.3,1,2,
3,117.0,-8.6,1,2,
1,12.36,0.6,0,1,
2,26.97,1.3,0,1,
3,108.69,-7.1,1,3,
1,12.29,-0.6,1,1,
2,28.16,4.4,0,2,
3,116.19,6.9,0,1,
1,12.44,1.2,0,1,
2,27.32,-3.0,1,1,
3,127.81,10.0,0,2,
1,12.48,0.3,0,2,
2,26.94,-1.4,1,2,
3,121.29,-5.1,1,1,
1,12.32,-1.3,1,1,
2,28.37,5.3,0,1,
3,112.68,-7.1,1,2,
1,12.53,1.7,0,1,
2,28.6,0.8,0,2,
3,103.89,-7.8,1,3,
1,12.84,2.5,0,2,
2,30.49,6.6,0,3,
3,116.56,12.2,0,1,
1,12.71,-1.0,1,1,
2,32.41,6.3,0,4,
3,129.96,11.5,0,2,
1,12.98,2.1,0,1,
2,33.16,2.3,0,5,
3,140.1,7.8,0,3,
1,12.77,-1.6,1,1,
2,31.44,-5.2,1,1,
3,128.19,-8.5,1,1,
1,13.06,2.3,0,1,
2,31.28,-0.5,1,2,
3,121.52,-5.2,1,2,
1,13.14,0.6,0,2,
2,32.59,4.2,0,1,
3,112.41,-7.5,1,3,
1,13.39,1.9,0,3,
2,30.34,-6.9,1,1,
3,105.33,-6.3,1,4,
1,13.12,-2.0,1,1,
2,28.76,-5.2,1,2,
3,116.49,10.6,0,1,
1,13.43,2.4,0,1,
2,28.5,-0.9,1,3,
3,107.4,-7.8,1,1,
1,13.38,-0.4,1,1,
2,26.7,-6.3,1,4,
3,98.27,-8.5,1,2,
1,13.39,0.1,0,1,
2,28.46,6.6,0,1,
3,103.38,5.2,0,1,
1,13.7,2.3,0,2,
2,29.66,4.2,0,2,
3,94.59,-8.5,1,1,
1,13.92,1.6,0,3,
2,29.84,0.6,0,3,
3,89.01,-5.9,1,2,
1,13.64,-2.0,1,1,
2,30.56,2.4,0,4,
3,99.42,11.7,0,1,
1,13.87,1.7,0,1,
2,29.61,-3.1,1,1,
3,90.07,-9.4,1,1,
1,13.68,-1.4,1,1,
2,28.25,-4.6,1,2,
3,97.73,8.5,0,1,
1,13.72,0.3,0,1,
2,28.65,1.4,0,1,
3,103.89,6.3,0,2,
1,13.97,1.8,0,2,
2,30.71,7.2,0,2,
3,115.94,11.6,0,3,
1,14.1,0.9,0,3,
2,29.85,-2.8,1,1,
3,108.52,-6.4,1,1,
1,14.47,2.6,0,4,
2,28.45,-4.7,1,2,
3,115.14,6.1,0,1,
1,14.59,0.8,0,5,
2,28.56,0.4,0,1,
3,122.05,6.0,0,2,
1,14.62,0.2,0,6,
2,27.96,-2.1,1,1,
3,112.04,-8.2,1,1,
1,14.85,1.6,0,7,
2,26.11,-6.6,1,2,
3,125.15,11.7,0,1,
1,14.82,-0.2,1,1,
2,27.68,6.0,0,1,
3,117.64,-6.0,1,1,
1,14.89,0.5,0,1,
2,26.96,-2.6,1,1,
3,111.17,-5.5,1,2,
1,15.28,2.6,0,2,
2,28.28,4.9,0,1,
3,100.83,-9.3,1,3,
1,15.72,2.9,0,3,
2,30.12,6.5,0,2,
3,111.62,10.7,0,1,
1,15.86,0.9,0,4,
2,28.1,-6.7,1,1,
3,100.9,-9.6,1,1,
1,16.26,2.5,0,5,
2,27.17,-3.3,1,2,
3,91.21,-9.6,1,2,
1,16.54,1.7,0,6,
2,28.53,5.0,0,1,
3,82.45,-9.6,1,2,crash:5
1,16.36,-1.1,1,1,
2,30.3,6.2,0,2,
3,75.28,-8.7,1,2,crash:4
1,16.49,0.8,0,1,
2,29.06,-4.1,1,1,
3,69.94,-7.1,1,2,crash:3
1,16.52,0.2,0,2,
2,29.47,1.4,0,1,
3,62.95,-10.0,1,2,crash:2
1,16.85,2.0,0,3,
2,28.26,-4.1,1,1,
3,58.29,-7.4,1,2,crash:1
1,16.7,-0.9,1,1,
2,27.64,-2.2,1,2,
3,61.67,5.8,0,1,
1,16.95,1.5,0,1,
2,26.78,-3.1,1,3,
3,56.98,-7.6,1,1,
1,17.09,0.8,0,2,
2,27.96,4.4,0,1,
3,52.25,-8.3,1,1,crash:5
1,17.36,1.6,0,3,
2,29.02,3.8,0,2,
3,49.64,-5.0,1,1,crash:4
1,17.46,0.6,0,4,
2,28.85,-0.6,1,1,
3,45.27,-8.8,1,1,crash:3
1,17.29,-1.0,1,1,
2,29.54,2.4,0,1,
3,40.79,-9.9,1,1,crash:2
1,17.76,2.7,0,1,
2,28.45,-3.7,1,1,
3,37.65,-7.7,1,1,crash:1
